Configuration of this run:
Namespace(atmosphere='/Users/jonesb/Documents/Work/SolarAtmosphere/SolarAtmosphereApprox4.csv', bvalues=[0.0], dens_divs=500, dens_index=2, outputpath='/Users/jonesb/Documents/Work/SolarAtmosphere/Outputs', runname='Atmos4')
Running test point 0 output to /Users/jonesb/Documents/Work/SolarAtmosphere/Outputs/Atmos4_b0.0000
********************* List of materials *************************
-----------------------------------------------------------------
no  | name            | start [m] | end [m]   | density [g/cm**3]
MCEqRun::set_primary_model():  HillasGaisser2012 H3a
MCEqRun::set_obs_particles(): Converted names:mu+, mu-, pi_mu+, pi_mu-, k_mu+, k_mu-, pr_mu+, pr_mu-
to: -13, 13, -7113, 7113, -7213, 7213, -7013, 7013
MCEqRun::_init_default_matrices():Start filling matrices.
MCEqRun::_convert_to_sparse():Converting to sparse (CSR) matrix format.
C Matrix info:
    density    : 7.3207942769e-07
    shape      : (6264, 6264)
    nnz        : 1365972
D Matrix info:
    density    : 3.01127723324e-06
    shape      : (6264, 6264)
    nnz        : 332085
MCEqRun::_init_default_matrices():Done filling matrices.
MCEqRun::_calculate_integration_path():
MCEqRun::_forward_euler(): Solver will perform 622166 integration steps.

MCEqRun::_forward_euler(): time elapsed during integration: 5281.88304687 sec
