Configuration of this run:
Namespace(atmosphere='/Users/jonesb/Documents/Work/SolarAtmosphere/SolarAtmosphereCut.csv', bvalues=[0.0], dens_divs=500, dens_index=2, outputpath='/Users/jonesb/Documents/Work/SolarAtmosphere/Outputs', runname='GwenAtmOnly')
Running test point 0 output to /Users/jonesb/Documents/Work/SolarAtmosphere/Outputs/GwenAtmOnly_b0.0000
********************* List of materials *************************
-----------------------------------------------------------------
no  | name            | start [m] | end [m]   | density [g/cm**3]
"nutau", "antinue", "antinumu", "antinutau", "mu-", "mu+", "mu-", "mu+"

Aliases:
"pr_nue", "pr_numu", "pr_nutau", "pi_nue", "pi_numu", "pi_nutau", "k_nue", "k_numu", 
"k_nutau", "obs_nue", "obs_numu", "obs_nutau", "pr_antinue", "pr_antinumu", "pr_antinutau", "pi_antinue", 
"pi_antinumu", "pi_antinutau", "k_antinue", "k_antinumu", "k_antinutau", "obs_antinue", "obs_antinumu", "obs_antinutau", 
"pr_mu-", "pi_mu-", "k_mu-", "obs_mu-", "pr_mu+", "pi_mu+", "k_mu+", "obs_mu+"

Total number of species: 87
MCEqRun::set_interaction_model():  SIBYLL2.3_rc1
InteractionYields:set_interaction_model():: Model SIBYLL2.3_rc1 already loaded.
MCEqRun::_init_default_matrices():Start filling matrices.
MCEqRun::_convert_to_sparse():Converting to sparse (CSR) matrix format.
C Matrix info:
    density    : 7.3207942769e-07
    shape      : (6264, 6264)
    nnz        : 1365972
D Matrix info:
    density    : 3.44531764106e-06
    shape      : (6264, 6264)
    nnz        : 290249
MCEqRun::_init_default_matrices():Done filling matrices.
MCEqRun::set_density_model():  GeneralizedTarget None
Test X5 122.5
MCEqRun::set_primary_model():  HillasGaisser2012 H3a
MCEqRun::set_obs_particles(): Converted names:mu+, mu-, pi_mu+, pi_mu-, k_mu+, k_mu-, pr_mu+, pr_mu-
to: -13, 13, -7113, 7113, -7213, 7213, -7013, 7013
MCEqRun::_init_default_matrices():Start filling matrices.
MCEqRun::_convert_to_sparse():Converting to sparse (CSR) matrix format.
C Matrix info:
    density    : 7.3207942769e-07
    shape      : (6264, 6264)
    nnz        : 1365972
D Matrix info:
    density    : 3.01127723324e-06
    shape      : (6264, 6264)
    nnz        : 332085
MCEqRun::_init_default_matrices():Done filling matrices.
MCEqRun::_calculate_integration_path():
MCEqRun::_forward_euler(): Solver will perform 103752 integration steps.

MCEqRun::_forward_euler(): time elapsed during integration: 154.597705126 sec
